COD_RH;                 PARTICIPANTE;                 EVENTO;                FECHA;                LUGAR;                PRODUCTOS;                 TIPO_PRODUCTO 
0000811718;Alvaro Enrique ORTIZ DAVILA;Semana Geomática 2011;2011;BOGOTÁ, DC;Sistema inteligente de información didáctico e interactivo para la enseñanza de la geomática en la educación básica;Producción técnica  Presentación de trabajo  Ponencia;
0000811718;Alvaro Enrique ORTIZ DAVILA;XVII Simposio Internacional SELPER 2016;2016;Puerto Iguazú;Dinámica Temporal de Objetos Espaciales en Bases de Datos;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000811718;Alvaro Enrique ORTIZ DAVILA;ESRI 2016 User Conference;2016;San Diego;;;
0000811718;Alvaro Enrique ORTIZ DAVILA;12 Conferencia Ibérica de Sistemas y Tecnologías de Información CISTI2017;2017;Lisboa;Representación de la Dinámica EspacioTemporal de Objetos Geográficos Mediante Trayectorias en Base de Datos;Producción técnica  Presentación de trabajo  Ponencia;
0000811718;Alvaro Enrique ORTIZ DAVILA;ICITS23 6th International Conference on Information Technology  Systems;2023;Provincia de Cusco;Optimización de rutas en bases de datos espaciales para solución de problemas logísticos;Producción técnica  Presentación de trabajo  Ponencia;
0000811718;Alvaro Enrique ORTIZ DAVILA;XX Simposio Internacional SELPER;2022;Monterrey;Aplicacion de software para adopción de metodología FFP an la formalización de la tenencia de tierras en Colombia;Producción técnica  Presentación de trabajo  Ponencia;
0000811718;Alvaro Enrique ORTIZ DAVILA;XII Jornadas de Educación en Percepción Remota en el mbito del MERCOSUR;2019;Buenos Aires;;;
0000811718;Alvaro Enrique ORTIZ DAVILA;The 2020 International Conference on Information Technology  Systems ICITS20;2020;BOGOTÁ, DC;Modelo semántico para trayectorias de regiones en movimiento;Producción técnica  Presentación de trabajo  Ponencia;
0000811718;Alvaro Enrique ORTIZ DAVILA;XI Jornada de Educación en Percepción Remota y Geotecnologías en el ámbito del Mercosur;2017;Temuco;Propuesta de flexibilización de postgrados en Geomática en la Universidad Distrital F J C;Producción técnica  Presentación de trabajo  Ponencia;
0000811718;Alvaro Enrique ORTIZ DAVILA;XVIII Simposio Internacional Selper Cuba 2018;2018;La Habana;Comparación de métodos supervizados y no supervizados para la clasificación de bosques en imágenes satelitales;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0001482494;Olga Lucía Ramos Sandoval;XI CONGRESO INTERNACIONAL DE ELECTRNICA CONTROL Y TELECOMUNICACIONES;2015;BOGOTÁ, DC;Reconocimiento de patrones vocálicos utilizando MFCC y redes neuronales artificiales;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0001482494;Olga Lucía Ramos Sandoval;Encuentro de Tecnología e Ingeniería  X Simposio Internacional en Energías 2014;2014;MEDELLÍN;USO DE HARDWARE EMBEBIDO EN EL CONTROL DE ACCESO DE LABORATORIOS REMOTOS;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0001482494;Olga Lucía Ramos Sandoval;Tecnologías Avanzadas de Mecatrónica, Diseño y Manufactura Segundo Congreso Internacional AMDM 2014;2014;BOGOTÁ, DC;Predicción neuronal de consumo energético ante variaciones de tráfico vehicular;Producción técnica  Presentación de trabajo  Ponencia;
0001482494;Olga Lucía Ramos Sandoval;Tecnologías Avanzadas de Mecatrónica, Diseño y Manufactura Segundo Congreso Internacional AMDM 2014;2014;BOGOTÁ, DC;Análisis estructural de materiales en las prótesis parciales para artroplastia;Producción técnica  Presentación de trabajo  Ponencia;
0001482494;Olga Lucía Ramos Sandoval;Tecnologías Avanzadas de Mecatrónica, Diseño y Manufactura Segundo Congreso Internacional AMDM 2014;2014;BOGOTÁ, DC;Análisis biomecánico y simulación de la rodilla protésica;Producción técnica  Presentación de trabajo  Ponencia;
0001482494;Olga Lucía Ramos Sandoval;El III Congreso Internacional de Ingeniería Mecatrónica y Automatización, CIIMA 2014;2014;BOGOTÁ, DC;Analysis for the design of an electric vehicle with flexible photovoltaic panels;Producción técnica  Presentación de trabajo  Ponencia;
0001482494;Olga Lucía Ramos Sandoval;XI Congreso Internacional de Electrónica Control y Telecomunicaciones;2015;BOGOTÁ, DC;Reconocimiento de patrones vocálicos utilizando MFCC y redes neuronales artificiales;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000393371;Orlando Riaño Melo;VI SEMINARIO LATINOAMERICANO DE PERCEPCION REMOTA;1993;CARTAGENA DE INDIAS;Evaluación del grado de precisión en un proceso de sinergismo RadarLandsat TM;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000393371;Orlando Riaño Melo;XX Simposio de Estadística 20 Años;2010;SANTA MARTA;Obtención del mapa de cobertura de la zona del Páramo de Sumapaz;Demás trabajos  Demás trabajos  Póster;
0000393371;Orlando Riaño Melo;XXVII Simposio Internacional de Estadística 2017;2017;MEDELLÍN;Estimación del volumen de madera en pie de la especie Pinus Pátula en el Guásimo;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000549789;LUIS LEONARDO RODRIGUEZ BERNAL;Seminario Taller Preparación de los manuales de inversión en infraestructura;1994;BOGOTÁ, DC;;;
0000549789;LUIS LEONARDO RODRIGUEZ BERNAL;1ER CONGRESO INTERNACIONAL DE FORMACION DE PROFESORES DE EDUCACION SUPERIOR;2008;Mexicali;;;
0000549789;LUIS LEONARDO RODRIGUEZ BERNAL;Seminario de globalización de la economía, territorialización y espacios geográficos;1997;BOGOTÁ, DC;;;
0000549789;LUIS LEONARDO RODRIGUEZ BERNAL;II Seminario internacional Medio ambiente, desarrollo y planeación regional;1997;BOGOTÁ, DC;;;
0000549789;LUIS LEONARDO RODRIGUEZ BERNAL;Actualización, conceptos y métodos de planeación territorial para el desarrollo urbano sostenible;1998;BOGOTÁ, DC;;;
0000549789;LUIS LEONARDO RODRIGUEZ BERNAL;Seminario de Prevención de Desastres y Planificación;1993;BOGOTÁ, DC;;;
0000607428;Oswaldo Alberto Romero Villalobos;VI Congreso Internacional de Ingenierías Eléctrica, Electrónica y de sistemas;1999;Lima;;;
0000607428;Oswaldo Alberto Romero Villalobos;Seminario Procesamiento de señales Digitales;1997;BOGOTÁ, DC;;;
0000607428;Oswaldo Alberto Romero Villalobos;V Encuentro Nacional de Programas de Ingeniería de Sistemas y Afines Los Profesores;2014;SANTA MARTA;Retos del docente universitario frente a los avances tecnológicos;Producción técnica  Presentación de trabajo  Otro;
0000607428;Oswaldo Alberto Romero Villalobos;X Congreso Internacional de electrónica, control y telecomunicaciones;2014;BOGOTÁ, DC;Diseño e implementación de un modelo de software para un controlador flexible de una intersección semaforizada;Producción técnica  Presentación de trabajo  Ponencia;
0000607428;Oswaldo Alberto Romero Villalobos;XXII Congreso Internacional de educación y aprendizaje;2015;Madrid;Modelo de revisión colaborativa de trabajos de grado;Producción técnica  Presentación de trabajo  Ponencia;
0000607428;Oswaldo Alberto Romero Villalobos;VIII Congreso Nacional de Estudiantes de Ingeniería de Sistemas;1999;BARRANCABERMEJA;;;
0000607428;Oswaldo Alberto Romero Villalobos;IX Congreso Latinoamericano de Control Automático;2000;CALI;;;
0000607428;Oswaldo Alberto Romero Villalobos;Primer Coloquio Distrital en Redes Neuronales e Inteligencia Artificial;1996;BOGOTÁ, DC;;;
0000607428;Oswaldo Alberto Romero Villalobos;Primer Seminario Nacional de Tránsito y Transporte;2002;BOGOTÁ, DC;;;
0000607428;Oswaldo Alberto Romero Villalobos;IX Congreso Nacional de Estudiantes de Ingeniería de Sistemas;2000;BOGOTÁ, DC;;;
0001415432;PABLO EMILIO ROZO GARCIA;IV Seminario Internacional en Fuentes Alternativas de Energía y Eficiencia Energética SIFAE 2013;2013;BOGOTÁ, DC;Desarrollo de un software como herramienta para el diseño de sistemas de iluminación eficientes;Demás trabajos  Demás trabajos  Póster;
0001415432;PABLO EMILIO ROZO GARCIA;IX Simposio Internacional sobre Calidad de la Energía Eléctrica SICEL 2017;2017;BUCARAMANGA;Ruido en un canal de comunicaciones a través de Líneas Eléctricas de Potencia  PLC ;Demás trabajos  Demás trabajos  Póster;
0001415432;PABLO EMILIO ROZO GARCIA;ENERGY SYSTEMS CONFERENCE;2018;Londres;Detection and characterization of the aperiodic noise generated by linear loads in power electric lines when used as a communication channel in a PLC system;Demás trabajos  Demás trabajos  Póster;
0001415432;PABLO EMILIO ROZO GARCIA;VII Congreso Internacional de Ingeniería, Ciencias y Tecnología  IESTEC 2019;2019;Panamá;Detección y caracterización del ruido aperiódico generado por cargas lineales en líneas eléctricas de potencia en un sistema PLC  Power Line Communication;Demás trabajos  Demás trabajos  Póster;
0001415432;PABLO EMILIO ROZO GARCIA;7 th International Conference on Computer Science and Information Technology CSIT 2020;2020;Helsinki;Detection and Characterisation of the NonPeriodic Noise Generated by Linear Loads in Power Electric Lines in a PLC Power Line Communication System;Producción técnica  Presentación de trabajo  Ponencia;
0000145572;José Antonio Valero Medina;Primer encuentro Universitario de Sistemas de Información Geográfica;1999;BOGOTÁ, DC;;;
0000145572;José Antonio Valero Medina;VII Conferencia Latinoamericana de usuarios ESRIERDAS;2000;SAN JOSÉ;Sistema de Información para la Gestión de Redes de Telecomunicaciones Locales;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;Los SIG para la problemática Ambiental;1993;BOGOTÁ, DC;;;
0000145572;José Antonio Valero Medina;1998 ESRI International User Conference;1998;SAN DIEGO;;;
0000145572;José Antonio Valero Medina;Encuentro Latinoamericano de Usuarios de ARCINFO y ERDAS 1995;1995;CALI;Aplicación distribuida del proyecto SIG sobre una red de computadores TCP  IP usando paradigma de comunicación entre procesos remotos RPC;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;Congreso Latinoamericano de Sensores Remotos;1995;Puerto Vallarta;;;
0000145572;José Antonio Valero Medina;XIV Congreso Colombiano de Entomología  Manizales;1988;MANIZALES;;;
0000145572;José Antonio Valero Medina;Semana de Geomática 2005;2005;BOGOTÁ, DC;Modelo de intercambio de información espacial en línea para el distrito capital una iniciativa del DACD;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;XII Simposio SIG y Percepción Remota aplicados a Riesgos Naturales y Gestión del Territorio;2006;CARTAGENA DE INDIAS;;;
0000145572;José Antonio Valero Medina;XII Simposio internacional en percepción remota y sistemas de información geográfica;2006;CARTAGENA DE INDIAS;Indicadores de sostenibilidad ambiental del tercera generación;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;Encuentro Mundial de Usuarios de productos ESRI 1999;1999;;Zonation on a large scale of mass movement hazards, using the GIS;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;Encuentro Mundial de Usuarios de productos ESRI 1998;1998;;Optical Fiber National Network Management Geographical Information System;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;VII Simposio Latinoamericano de Percepción Remota;1995;;SIG INFOCAM como solución alternativa para el problema de manejo de información cartográfica en Colombia;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;Simposio Los SIG para la problemática ambiental;1993;;Diseño de base de datos para el desarrollo de modelos SIG;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;1er Congreso Nacional de Ingeniería Geográfica;1991;;Análisis, diseño e implementación de una base de datos para la determinación de la aptitud de los suelos en el área de la cuenca del río Coello Tolima;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;XV congreso colombiano de entomología;1988;;Desarrollo del paquete estadístico SEMPLA para ensayos biológicos;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000145572;José Antonio Valero Medina;XVI SIMPOSIO INTERNACIONAL SELPER 2014;2014;MEDELLÍN;Componente para convertir una imagen multiespectral a un espacio axiomático localmente finito AFS;Producción técnica  Presentación de trabajo  Ponencia;
0000145572;José Antonio Valero Medina;GEOBIA 2016  Solutions  Synergies;2016;Enschede;Multispectral Image Segmentation Based On Cartesian Complexes And Their Associated Oriented Matroids;Demás trabajos  Demás trabajos  Póster;
0000145572;José Antonio Valero Medina;The 13th Asian Conference on Computer Vision;2016;TAIPEI;A Combinatorial Approach for Hyperspectral Image Segmentation;Producción técnica  Presentación de trabajo  Ponencia;
0000145572;José Antonio Valero Medina;28th International Conference in Central Europe on Computer Graphics, Visualization and Computer Vision;2020;PRAGA;InterPixel Filtrering of Digital Images with CUDA from NVIDIA;Producción técnica  Presentación de trabajo  Ponencia;
0000145572;José Antonio Valero Medina;2021 The 5th International Conference on Robotics, Control and Automation ICRCA 2021;2021;Seúl;Gradient calculation from combinatorial structures for image segmentation based on edge detection;Producción técnica  Presentación de trabajo  Ponencia;
0000145572;José Antonio Valero Medina;2022 Workshop on Engineering Applications WEA 2022;2022;BOGOTÁ, DC;WMSBased Web Environment for Ground Truth Semantic Segmentation Creation of Earth Surface Digital Images;Producción técnica  Presentación de trabajo  Ponencia;
0000145572;José Antonio Valero Medina;FIG Working Week 2024;2024;Accra;Assisted teaching and selflearning Virtual tool in Land use and Cover Maps;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;XXVII Reunion Nacional y VI Encuentro Iberoamericano;2007;CARTAGENA DE INDIAS;;;
0000426377;Adriana Marcela  Vega| Escobar;IV Simposio Internacional de Sistemas de Información e Ingenieria;2006;CARTAGENA DE INDIAS;;;
0000426377;Adriana Marcela  Vega| Escobar;Convención Interamericana de Ingenierías Computación, Sistemas e Informática;2007;Merida;;;
0000426377;Adriana Marcela  Vega| Escobar;8vo Congreso Internacional de Educación Superior;2012;La Habana;;;
0000426377;Adriana Marcela  Vega| Escobar;Segunda Conferencia Iberoamericana de Complejidad, Informática y Cibernética;2012;Orlando;;;
0000426377;Adriana Marcela  Vega| Escobar;3er Congreso Internacional, ciencias, tecnologías y culturas;2013;Santiago;;;
0000426377;Adriana Marcela  Vega| Escobar;IV Simposio Internacional de Sistemas de Información e Ingeniería de Software en la Sociedad del Conocimiento SISOFT;2006;CARTAGENA DE INDIAS;Sistemas de Gestión Estratégica, de la Calidad y del Conocimiento;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;Simposio de Educación y nuevas tecnologías en el marco del congreso ciencias, tecnologías y culturas;2013;Santiago;SOFTWARE EDUCATIVO PARA LA ENSEANZA DE PROGRAMACION BASICA EN INGENIERIA ELECTRICA;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;XXVII Reunión Nacional de Facultades de Ingeniería ACOFI y VI encuentro Iberoamericano ASIBEL;2007;CARTAGENA DE INDIAS;Enseñanza de la Informática como base de la formación del nuevo Ingeniero;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;Convención Interamericana de Ingeniería Computación, Sistemas e Informática;2007;Mérida;INGENIERA DE REQUERIMIENTOS CLAVE DEL XITO EN DISEO Y CONSTRUCCIN DE SISTEMAS EN SOFTWARE;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;Séptima conferencia Iberoamericana en Sistemas, Cibernética e Informática CISCI 2008;2008;MONTERÍA;Sistema de Gestión Financiera y Contable para optimizar los procesos de administración pública en America latina;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;2da Conferencia Iberoamericana de Ingeniería e Innovación Tecnológica CIIIT 2010;2010;SAN ANTERO;DISEO, VIRTUALIZACIN, DESARROLLO E IMPLEMENTACIN DE PROGRAMAS DE CAPACITACIN PARA FUNCIONARIOS DEL DISTRITO CAPITAL DE COLOMBIA, REALIZADOSPOR LA UNIVERSIDAD DISTRITAL FRANCISCO JOS DE CALDAS PARA EL DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;Octavo Congreso Internacional de Educación Superior, Universidad 2012;2012;La Habana;Aprendizaje de técnicas para realizar Ingeniería de Requerimientos como Clave del éxito en los procesos de Gestión del Conocimiento para solucionar problemas en Ingeniería;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;Segunda Conferencia Iberoamericana de Complejidad, Informática y Cibernética CICIC 2012;2012;Orlando;Diseño de un Sistema para la Vigilancia Tecnológica de Aplicación Múltiple, con el Fin de medir la Brecha Tecnológica en las Empresas Colombianas;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0000426377;Adriana Marcela  Vega| Escobar;Sixth International Symposiym on Energy  Technology Innovation Forum Puerto Rico Energy CenterLaccei;2014;SAN JUAN;PROPUESTA PARA ELABORAR UN MODELO DE GESTIN PARA REDES ELCTRICAS DOMICILIARIAS APROXIMACIN CONCEPTUAL;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;10th KMO conference and the 4thLTEC workshop;2015;Maribor;Internet of Things Backed by Knowledge Management For Smart Home;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;Tercer congreso internacional nuevas tendencias de la gestión del conocimiento en la ingeniería;2015;BOGOTÁ, DC;Propuesta de un sistema de gestión de energía eléctrica domiciliaria para la gestión activa de la demanda;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;The 11 International KMO Conference;2016;Hermsdorf;Knowledge management applied to Supervision and Control System of Demand Electric for Domestic Use;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;The IAFOR International Conference on Sustainability, Energy  the Environment;2017;Hawaii;Stochastic Model of Demand Curve Supported in Consumption Habits of Electric Energy for Residential Sector;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;The IAFOR International Conference on Sustainability, Energy  the Environment;2017;Hawaii;Management System Prototype to Contribute with Energetic Efficiency of an Electric Iron;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;Learning Technology for Education Challenges;2017;BARRANCABERMEJA;Methodology for Teaching Electronic Instrumentation with Embedded Systems;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;IEEE PES TD Latinoamérica 2018;2018;Lima;Supervision, monitoring and control of home appliances through power line communication;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar; Workshop Engineering Applications 2018;2018;MEDELLÍN;Voltage Quality In Distribution Systems For Smart Cities Using Energy Internet;Producción técnica  Presentación de trabajo  Ponencia;
0000426377;Adriana Marcela  Vega| Escobar;The 4th International Conference on Electrical Engineering and Green Energy CEEGE;2021;Munich;Distributed electrical resources with micro hydroelectric power plants in Colombia  study case;Producción técnica  Presentación de trabajo  Ponencia;
0001174088;Nelson Enrique Vera Parra;Proceedings of the 2nd Colombian Congress on Computational Biology and Bioinformatics CCBCOL;2013;MANIZALES;Presentation and Evaluation of ABMS Automatic Blast for Massive Sequencing;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0001174088;Nelson Enrique Vera Parra;SISOFT;2006;CARTAGENA DE INDIAS;Redes neuronales artificales en la predicción de proteínas;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0001174088;Nelson Enrique Vera Parra;CHER21 CONFERENCE;2011;;Fundamentals of led lighting  CHER21 CONFERENCE;Producción bibliográfica  Trabajos en eventos Capítulos de memoria  Completo;
0001174088;Nelson Enrique Vera Parra;Eleventh LACCEI Latin American and Caribbean Conference for Engineering and Technology LACCEI2013;2013;Cancún;Automatic BLAST for Massive Sequencing  ABMS;Producción técnica  Presentación de trabajo  Ponencia;
0001174088;Nelson Enrique Vera Parra;IWBBIO 2014 2nd International WorkConference on Bioinformatics and Biomedical Engineering;2014;Granada;Massive Automatic Functional Annotation  MAFA;Producción técnica  Presentación de trabajo  Ponencia;
0001174088;Nelson Enrique Vera Parra;2nd International Conference on Bioinformatics and Computer Engineering ICBCE 2016;2016;Los Angeles;;;
0001174088;Nelson Enrique Vera Parra;7th IEEE International Conference on Software Engineering and Service Science ICSESS 2016;2016;Beijin;;;
0001174088;Nelson Enrique Vera Parra;13th Iberian Conference on Information Systems and Technologies CISTI2018;2018;Cáceres;;;
0001174088;Nelson Enrique Vera Parra;ICCBDC 2017 2017 International Conference on Cloud and Big Data Computing;2017;Londres;;;
0001174088;Nelson Enrique Vera Parra;ICCBDC 2017 2017 International Conference on Cloud and Big Data Computing;2019;Roma;;;
